DATA_KEY,SERIES_NAME,SERIES_NAME_SHORT,QUANTITY,ORIG_UNIT,INFO,OWNER,SOURCE,DATA_TYPE,SQL_DOMAIN_CODE,SQL_ELEMENT_CODE,SQL_ITEM_CODE,WDINAME,COMMENTS,TOPIC
QI.NPCPIN.NNFOOD.IN.NO,Non food net per capita production index number (2004-2006 = 100),Non food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,2057,,,production indices
QI.NPCPIN.NNFOOD.IN.GR11,"Non food net per capita production index number, annual growth (percent)",Non food,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPCPIN.NNFOOD.IN.CH1,"Non food net per capita production index number, annual change (percent)",Non food,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
CC.SUPPLY.CRLS.KCD.NO,Cereals excluding beer in primary equivalent (kcal/cap/day),Cereals (excl. beer),,kcal/cap/day,"Cereals include Wheat, Rice Paddy, Barley, Maize, Popcorn, Rye, Oats, Millets, Sorghum, Buckwheat, Quinoa, Fonio, Triticale, Canary Seed, Mixed Grain and Cereals Nes.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,CC,664,2905,,,"cereals, supply"
CC.SUPPLY.VEGOIL.KCD.NO,Vegetable oils in primary equivalent (kcal/cap/day),Vegetable oils,,kcal/cap/day,See 'Oilcrops'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,CC,664,2914,,,"vegetable oils, supply"
CC.SUPPLY.SGRSWT.KCD.NO,Sugar and sweeteners in primary equivalent (kcal/cap/day),Sugar and sweeteners,,kcal/cap/day,See 'Sugar' and 'Sweetners'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,CC,664,2909,,,"sugar and sweeteners, supply"
CC.SUPPLY.ALCBEV.KCD.NO,Alcoholic beverages in primary equivalent (kcal/cap/day),Alcoholic beverages,,kcal/cap/day,,FAO,"FAO, Statistics Division (FAOSTAT)",raw,CC,664,2924,,,"alcoholic beverages, supply"
CC.SUPPLY.FRU.KCD.NO,Fruit excluding wine in primary equivalent (kcal/cap/day),Fruit (excl. wine),,kcal/cap/day,See 'Fruit'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,CC,664,2919,,,"fruits, supply"
CC.SUPPLY.VEG.KCD.NO,Vegetables in primary equivalent (kcal/cap/day),Vegetables,,kcal/cap/day,See 'Vegetable'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,CC,664,2918,,,"vegetables, supply"
CC.SUPPLY.MEAT.KCD.NO,Meat in primary equivalent (kcal/cap/day),Meat,,kcal/cap/day,See 'Meat'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,CL,664,2943,,,"meat, supply"
CC.SUPPLY.MILK.KCD.NO,Milk excluding butter in primary equivalent (kcal/cap/day),Milk (excl. butter),,kcal/cap/day,See 'Milk excluding butter'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,CL,664,2948,,,"milk, supply"
PI.PPI.CRLS.IN.NO,"Cereals, producer price index 2004-2006=100 (index)",Cereals,,index,"Cereals producer price index, 2004-2006=100.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,PI,5539,1717,,,"cereals, producer price index"
PI.PPI.OILCRPS.IN.NO,"Oilcrops primary, producer price index 2004-2006=100 (index)",Oilcrops primary,,index,"Oilcrops primary producer price index, 2004-2006=100.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,PI,5539,1732,,,"oilcrops, producer price index"
PI.PPI.SU.IN.NO,"Sugar beet, producer price index 2004-2006=100 (index)",Sugar beet,,index,"Sugar beet producer price index, 2004-2006=100.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,PI,5539,157,,,"sugar beet, producer price index"
PI.PPI.MEAT.IN.NO,"Meat, producer price index 2004-2006=100 (index)",Meat,,index,"Meat producer price index, 2004-2006=100.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,PI,5539,1765,,,"meat, producer price index"
PI.PPI.MILK.IN.NO,"Milk, producer price index 2004-2006=100 (index)",Milk,,index,"Milk producer price index, 2004-2006=100.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,PI,5539,1780,,,"milk, producer price index"
ER.BDV.TOTL.XQ,GEF benefits index for biodiversity (0 = no biodiversity potential to 100 = maximum),GEF,,index,"GEF benefits index for biodiversity is a composite index of relative biodiversity potential for each country based on the species represented in each country, their threat status, and the diversity of habitat types in each country. The index has been normalized so that values run from 0 (no biodiversity potential) to 100 (maximum biodiversity potential).","United Nations Environmental Program and the World Conservation Monitoring Centre, as compiled by the World Resources Institute, based on data from national authorities, national legislation and international agreements.",World Bank (WDI),raw,,,,ER.BDV.TOTL.XQ,,
EL.CRBN.STK.WT,Average carbon content in the topsoil n weight (percent),Carbon,,percent,"Soil quality can be defined as ï¾""the capacity of a specific kind of soil to function, within natural or managed ecosystem boundaries, to sustain plant and animal productivity, maintain or enhance water and air quality, and support human health and habitation"" (Karlen et al., 1997).  Soil quality is defined according to the soil functions (e.g. bearing function, production function, habitat function, resources function, reactor function) and cannot be measured by a single parameter. However, soil organic carbon has been defined by EUROSTAT as the more appropriate indicator for soil quality. High organic carbon content corresponds to good conditions from an agro-environmental point of view. Soils with organic carbon content less than 1% in weight are generally affected by soil degradation processes and erosion. On the other hand, soils with 1-10% organic carbon content have high agricultural value. ",FAO,"FAO, Statistics Division (FAOSTAT)",raw,ES,7221,6709,,,
QL.CW.PT.GR.NO,Poultry caracase weight (0.1Gr/An),Poultry caracase weight,,0.1Gr/An,"Derived from the production of meat from poultry birds, fresh, chilled or frozen, with bone in. All data shown relate to total meat production from both commercial and farm slaughter. Data are given in terms of dressed carcass weight, i.e. excluding offals and slaughter fats. Poultry meat includes Bird meat, nes, Chicken meat, Duck meat, Goose and guinea fowl meat and Turkey meat. .",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5424,1808,,,
QL.CW.BV.HG.NO,Bovine caracase weight (Hg/An),Bovine caracase weight,,Hg/An,"Derived from the production of meat from bovine animals including buffalos, fresh, chilled or frozen, with bone in. All data shown relate to total meat production from both commercial and farm slaughter. Data are given in terms of dressed carcass weight, i.e. excluding offals and slaughter fats.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5417,1806,,,
QL.CW.OV.HG.NO,Ovine caracase weight (Hg/An),Ovine caracase weight,,Hg/An,"Derived from the production of meat from sheep and goats, including kids and lambs, fresh, chilled or frozen, with bone in. All data shown relate to total meat production from both commercial and farm slaughter. Data are given in terms of dressed carcass weight, i.e. excluding offals and slaughter fats.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5417,1807,,,
QL.CW.PG.HG.NO,Pig caracase weight (Hg/An),Pig caracase weight,,Hg/An,"Derived from the production of meat from domestic or wild pigs (e.g. wild boars), fresh, chilled or frozen, with bone in. All data shown relate to total meat production from both commercial and farm slaughter. Data are given in terms of dressed carcass weight, i.e. excluding offals and slaughter fats.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5417,1035,,,
NV.AGR.TOTL.KD,"Agriculture, value added (constant 2005 US$)","Agriculture, value added",,US$,"Agriculture corresponds to ISIC divisions 1-5 and includes forestry, hunting, and fishing, as well as cultivation of crops and livestock production. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 3. Data are in constant 2005 U.S. dollars.","World Bank national accounts data, and OECD National Accounts data files.",World Bank (WDI),raw,,,,NV.AGR.TOTL.KD,,
AQ.WAT.PROD.SH.NO,Agric. water productivity (const. 2005 US$ GDP per m3 of freshwater withdrawn by agric.),,,US$,"Water productivity is calculated as GDP in constant prices divided by annual total water withdrawal by agriculture, defined as annual quantity of water withdrawn for irrigation, livestock and aquaculture purposes. It includes renewable freshwater resources as well as over-abstraction of renewable groundwater or withdrawal of fossil groundwater, use of agricultural drainage water, (treated) wastewater and desalinated water. .","Food and Agriculture Organization, AQUASTAT data, and World Bank and OECD GDP estimates.","FAO, Statistics Division",processed,,,,,,
FO.CRBN.STK.NO,Carbon in below-ground biomass (tonnes),Carbon in below-ground biomass,million,tonnes,"All living biomass of live roots. Fine roots of less than (suggested) 2mm diameter are sometimes excluded 
because these often cannot be distinguished empirically from soil organic matter or litter. See Global Forest Resource Assessment",FAO,"FAO, Forestry Department",,,,,,,
FO.FUNC.ENV.NO,Forest area primarily designated for provision of env and social services (ha),Forest area primarily designated for provision of env and social services,thousand,ha,"The primary function or management objective assigned to a management unit either by legal prescription, documented decision of the landowner/manager, or evidence provided by documented studies of forest management practices and customary use. Protected areas - areas especially dedicated to the protection and maintenance of biological diversity, and of natural and associated cultural resources, and managed through legal or other effective means; Production - Forest area designated primarily for production of wood, fibre, bioenergy and/or non-wood forest products; Protection of soil and water - Forest area designated primarily for protection of soil and water; Conservation of biodiversity - Forest area designated primarily for conservation of biological diversity. Includes but is not limited to areas designated for biodiversity conservation within the protected areas; Social services - Forest area designated primarily for social services; Multiple use - Forest area designated primarily for more than one purpose and where none of these alone is considered as the predominant designated function; and Other - Forest areas designated primarily for a function other than production, protection, conservation, social services or multiple use. See Global Forest Resource Assessment.",FAO,"FAO, Forestry Department",,,,,,,
AG.TFP.AG.GR1,Growth in total factor productivity in agriculture (percent),Growth in total factor productivity in agriculture,,percent,"A simple methodology to assess TFP is to adopt a Solow approach, which involves computing TFP growth as the difference between output growth and input growth, as follows: (TFP*/TFP) ?=(Y*/Y) ?-(X*/X) ?=dlogY/dt-?i(dlogX_i/dt). Instead, we estimate TFP by using a Cobb-Douglas specification Y=AK^? L^? where: Y is real output; A is a scalar; L is a measure of the flow of labor input; K is a measure of the flow of capital input. The parameters ? and ? will indicate if the production function operates in constant, decreasing or increasing returns to scale. By assuming a Cobb-Douglas production function, TFP can be derived as follows (McCloskey, 1972): TFP=A=Y/(K^? L^?). By transforming the above equation into log linear form, the parameters can be estimated by simple least squares. In particular, the above equation is linearized as follows: In Y = In A + ? In K + ? In L . Cobb-Douglas type production function equations are appropriate for the functional analysis intended for the agricultural activities (McCloskey, 1972; Fleisher and Yunhua, 1992). In addition, it is preferred since it provides easy calculation, ability to test production flexibilities statistically and to obtain sufficient number of degree of freedom even where data is very few etc. The model used in this study is given in Eq. 5, which is the revised form of conventional Cobb-Douglas production function in order to estimate TFP. In our dataset, output is Agricultural Gross Production Value (constant 2004-2006 million US$) (USD), inputs are divided in three sub-categories: (1) Total economically active population in Agriculture ; (2) Permanent meadows and pastures; Arable Land; Permanent Crops (3) Livestock: Cattle, Sheep, Pigs, Poultry. TFP has been estimated at Country-level.  All data source have been extracted from FAOSTAT databank. [References: Fleisher, B.M. and L. Yunhua, 1992. Economies of scale, plot size, human capital and productivity in Chinese Agriculture. Quart. Rev. Econ. Finance, 32: 112-123;  Goksel Armagan and Altug Ozden, 2007. Determinations of Total Factor Productivity with Cobb-Douglas Production Function in Agriculture: The Case of Aydin-Turkey . Journal of Applied Sciences, 7: 499-502;  McCloskey, D.N., 1972. The enclosure of open fields: Preface to a study of its impact on the efficiency of english agriculture in the eighteenth century. J. Econ. History, 32: 15-35.",FAO,"FAO, Statistics Division",,,,,,,
EA.PRD.ALL.KD,Value added per worker (2005 US$ per year),Value added per worker (2005 US$ per year),,US$,"Value-added per worker: Total value-added  per worker; in annual US$ at 2005 prices; total and by sector of activity (four indicators).  Value-added is the output of a sector net of  intermediate inputs. It is calculated without  making deductions for depreciation of fabricated assets or depletion and degradation of  natural resources. The origin of value-added  is determined by the International Standard  Industrial Classification (ISIC), revision 3.  Value-added data are converted to US$ using  current exchange rates and then converted to  2005 prices using the U.S. GDP deflator. Data  source: WDI, at http://data.worldbank.org/ data-catalog/world-development-indicator ",World Bank,World Development Report 2013 on Jobs,raw,,,,,,
RK.EXPOSURE.RSK.NO,World Risk Index (index),World Risk Index,,index,"The World Risk Index is determined by the extent to which communities are exposed to natural hazards such as droughts, storms or earthquakes, but also by their degree of vulnerability. The latter is dependent on social factors such as the public infrastructure, medical services, the prevailing nutritional situation, governance, the level of education, the availability of insurances that might help to deal with economic losses in an event, as well as the condition of the environment. See http://www.ehs.unu.edu/article/read/worldriskreport-2012.",UNU,"UNU-EHS, Institute for Environment and Human Security",raw,,,,,,
EN.EPI.EH.NO,Environmental health (percent),Environmental Health,,percent,See http://epi.yale.edu/,Yale University,Yale University,raw,,,,,,
EN.EPI.ECO.NO,Ecosystem vitality (percent),Ecosystem Vitality,,percent,See http://epi.yale.edu/,Yale University,Yale University,raw,,,,,,
EN.EPI.EP.NO,Environmental performance (percent),Environmental performance,,percent,See http://epi.yale.edu/,Yale University,Yale University,raw,,,,,,
TP.SH.PRIMEXP.SH,Share of primary commodities in total value of exports (percent),Share of primary commodities in total value of exports,,percent,Share of primary commodities in total value of exports,UNCTAD,UNCTAD STAT,raw,,,,,,
FS.VOH.AV.POP.NO,Voices of the Hungary score (index),Voices of the Hungary score,,index,VoH measures food insecurity along a scale of severity.,FAO,"FAO, Statistics Division",raw,,,,,,
NU.GAM.MDN.NO,Global Acute Malnutrition (median rates),Global Acute Malnutrition,,percent,"The nutritional status of a population is one of the basic indicators to assess the severity of a humanitarian crisis. In an emergency situation, the weight and height of children between 6 and 59 months are measured and the results are used as a proxy indicator for the general health of the entire population. The index of weight for height, which eflects recent weight loss or gain, is the best indicator for acute malnutrition. Global Acute Malnutrition (GAM) is calculated with the Z-score defined as a weight-for-height index less than -2 standard deviations from the mean weight of a reference population of children of the same height and/or having oedema. Global Acute Malnutrition as calculated with the Median (%M) is defined as all children falling under 80% of the median in the index of weight-for-height median, and/or having Oedema, as compared to the median weight of children of the same height in the reference population. Different GAM thresholds exist that can be used to categorize emergency situations. However, a GAM value of more than 10% generally identifies an emergency. Commonly used threholds for GAM are: <5% = acceptable; 5% to 9.9% = poor; 10% to 14.9% = serious; and  >15% = critical.  See: http://www.cedat.be/.",Centre for Research on the Epidemiology of Disasters (CRED),CEDAT,raw,,,,,,
